title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,synopsis
9137,The Villain Profiler,MYSTERY,"RAZEN,JY",FRIDAY,8,26584,0.0,154195,15297,ONGOING,"After surviving a brutal childhood tragedy and awakening from a mysterious coma, Shinyeok Lee returns with the mind of a genius profiler and fifteen years’ worth of knowledge that no one can explain. Now, he reads the lies of the living and uncovers the truths of the dead, solving crimes no one else can. But every case brings him closer to the murderer who destroyed his family. Can Shinhyeok expose the ultimate villain, or will the darkness he studies consume him first?
"
9136,Youth Blossoms,SF,ALTO,FRIDAY,8,14275,0.0,61090,5472,ONGOING,"World War III has ended, but Jimin’s troubles are only beginning. A superhuman bloomer, he’s enslaved in a scrapyard, where his life changes after he finds and repairs Aurora, a discarded battle bot. Post-war exploitation of the weak and clashing factions has given rise to the Second Lost Generation. Even if they escape, they’ll still have to grow up in the chaos. But can they outrun the Stalker Bot and the mercenaries hot on their trail?"
9117,Mia is Back,ROMANCE,"Mikan_Kiwi,MUMx2",TUESDAY,5,42908,0.0,220894,13356,ONGOING,"Mia was Taesu's first love, who suddenly disappeared one day. After five years of silence, she reappears as a freshman at his university. But she's not the girl he remembers. He plays it cool, trying to ignore her, but can first love truly be forgotten? Or will fate give them a second chance?"
9116,Zodiac Girls,ACTION,"JiJi,MAJOR",SUNDAY,8,61242,0.0,469036,21313,ONGOING,"Nina the cat lost the Zodiac Race by one spot, and she's held a grudge for millennia. When she forces a divine do-over, unlucky student Cosmo Lee becomes the reluctant referee. His mission? Gather twelve Zodiac Spirits for the ultimate competition. The catch? They've all possessed girls from his school. Can an ordinary boy survive refereeing an extraordinary battle between Heaven-sent superpowered heroines?
"
9084,I’ll Be Anything You Desire,ROMANCE,"baekmyo,Suon(REDICE STUDIO),Kim So Hyeon,AuRoRa Studio",SATURDAY,8,75298,0.0,645112,33193,ONGOING,"Princess Roxiana of Cantar seems destined for a life of happiness as she departs to wed her childhood fiancé, Prince Lucas. But when her carriage is ambushed by mysterious assailants, Roxiana finds she’s been betrayed. Branded a slave and stripped of her royal title, all hope appears lost…Until she is rescued by Grand Duke Floyd Lathean of Torcan. Roxiana must contend with dangerous forces, all while her feelings for the Duke grow. Betrayal or love, which will out?"
9083,Preppity,SLICE_OF_LIFE,loreejonart,"THURSDAY,SUNDAY",11,30631,0.0,377037,46403,ONGOING,"Watch as Cassidy, a bubbly, outgoing cheerleader, and Valerie, a book-smart, rather uptight introvert, find common ground in their shared interests and personalities as they go beyond surface-level differences!"
9068,REVIVE,ACTION,mudadad,MONDAY,9,37384,0.0,240820,16115,ONGOING,"Genesis weapons—Heroes of the war, or dangerous threats?
In Tristan, humans and mechanical lifeforms called “cobas” live side by side. Three years ago, the war finally ended, brought down by the Genesis Weapons.
Ode, once a Genesis Weapon himself, investigates the secrets of the M3 company, seeking memories of his life before becoming a weapon. When he discovers children being used in experiments to create others like the Genesis Weapons, he sets out on a journey to find the comrades who escaped with him and to uncover what M3 is after.
"
9067,Swimmer Boy,SPORTS,turtles,FRIDAY,7,29477,0.0,183967,14564,ONGOING,"Have you ever pretended you were good at sports to impress your crush? Enter high school student Haemin Oh, who desperately wants to catch the attention of Ina Jeong, recently elected president of the school swimming club. Ina is recruiting, and despite barely knowing how to float, Haemin somehow ends up making her think that he’s an expert at the sport. Before long, Haemin has to prove himself in the lane. Sink or swim, it’s time to make a splash!

"
9066,Last Love,ROMANCE,"RedpeachStudio,CblossomA",FRIDAY,6,34355,0.0,247425,9431,ONGOING,"Seol-a’s boyfriend dumps her over text for a woman with better standing, and now they’re getting married. Seung-hu Ji, the CEO, witnesses Seol-a berating her ex for it, but to her surprise, he reacts by taking her out to dinner after. After a drunken night in bed, she finds out she was his first, but could he be her last? Seol-a must now manage dating her company’s CEO and the blowback of Seung-hu spurning other women over her, one of whom is now dying to ruin Seol-a’s life.
"
9065,DARK MOON: Two Moons,FANTASY,HYBE,SATURDAY,10,50479,0.0,552540,26634,ONGOING,"“Ah, so it’s you. The one that’s taken my place.”
Still keeping their true identities secret, Sooha and Heli return to school as an official couple when suddenly a mysterious girl with Sooha's face named Selen appears.
Sooha, with whom they have made countless memories together in the current, and Selen, with whom they share deep and fond memories from the past.
As two people who never should have met collide, a dangerous and heartrending romance begins once more."
9053,The Knight of the Sightless Sky,ROMANCE,moni,TUESDAY,11,15964,0.0,118324,7981,ONGOING,"A consuming fire, a dead king, and a family in ruin. 

Ten years after witnessing her mother’s murder, a vengeful maiden returns to the palace as a deadly assassin. But her revenge plot shatters when she discovers an unlikely truth that makes her blade waver. 

Caught between the eyes of silver and violet, the barbed rose must decide... follow the treacherous path of vengeance or uncover the secrets that bind her fate to the kingdom’s fragile crown.
"
9013,The Return of the Disaster-Class Hero,ACTION,"BGman(REDICE STUDIO),HEATS(REDICE STUDIO),SAN.G","TUESDAY,THURSDAY,SUNDAY",4,61401,0.0,549627,36167,ONGOING,"Twenty years. For twenty long years, the thirteenth saint Lee Geon was trapped inside the Tower of Demons after being backstabbed by twelve of his allies. These twelve ""saints"" were warriors chosen by the twelve zodiac gods to defeat mysterious monsters called ""calamities"" that were massacring the planet. Though no god had chosen Geon as a saint, he became the mightiest of them all, which made him a hero... and a target. But now, Geon has brawled his way out of the tower, and he's back stronger than ever. All that's left is to exact brutal payback on each of the saints, but none of these powerful beings will go down without a fight. Will Geon be able to stay in one piece while achieving the divine revenge of his dreams?
"
9000,ZOMBIE PAPA,ACTION,"KIM DAE HUN,JAEYI PARK",MONDAY,9,55711,0.0,426695,35904,ONGOING,"Minseok loses his daughter again and again in a world overrun by zombies. He’s been mysteriously given 100 lives to save her and has watched her die in 99 of them. On his final one, he dies before they even make it out the front door–except this time, he wakes as a zombie. But a zombie papa still has a father’s heart. Now stronger than ever, he’s ready to take on the world to protect his baby girl."
8999,Lv. 99 Princess of Black Flame,ACTION,"Munju,YDR,Rinzy",WEDNESDAY,10,57982,0.0,579513,43381,ONGOING,"When portals called “gates” opened in 1997, humanity was thrown into chaos as monsters ravaged the planet. Countless lives were lost, including Eunha Cha’s mother. Left to fend for herself, Eunha one day mysteriously awakens a new power. Drafted into the military to fight alongside other Hunters, she sets out on what was supposed to be a routine mission inside a C-rank gate. But when she becomes trapped inside, she’s forced to fight relentlessly against waves of monsters as the gate resets endlessly... until a voice calls out to her.
"
8998,Born to be the Grand Duchess,ROMANCE,"LICO,CHYAMI,LECHIMONA",SATURDAY,10,159826,0.0,2621983,148847,ONGOING,"Annette Fraise was supposed to die as the novel’s wicked villainess. Instead, she’s using her 21st-century charm to survive her marriage to the cursed Grand Duke of the North, Loic Blenheim. Between one awkward accident, a magical curse, and a one-year marriage contract, love might just become the plot twist that changes everything."
8997,Protect the Fake Saintess!,ROMANCE,Narion,WEDNESDAY,10,50721,0.0,479138,44028,ONGOING,"Dana, a Korean high school senior just days away from her college entrance exam, meets an unlucky end. Hit by the infamous ""romance fantasy truck"" and reborn in another world, she figures she might as well make the best out of it, but she suddenly stumbles across the Saintess's secret! ""I don't want to die, so I guess I'll keep the cat in the bag, Saintess!""
"
8996,The Top Assassin in Another World,ACTION,"amamiya kazuki,akym",TUESDAY,11,66432,0.0,677690,40101,ONGOING,"Kai Shinjo, an ordinary high school student by day and a deadly assassin by night, hides behind his quiet, dark demeanor, making him an outcast among his classmates. One day, his entire class is transported to another world — a realm of swords and magic. There, a woman named Leonora reveals they were summoned as Hero candidates to defeat the Demon Lord. Each student receives a Blessing, but Kai’s power, Appraisal, seems useless compared to others’. Yet, with his assassin’s skills and cold precision, Kai begins to move in the shadows of this new world.
"
